Date,Open
2018-05-28,218.2
2018-05-29,224.5
2018-05-30,225.8
2018-05-31,217.85
2018-06-01,218.0
2018-06-04,217.0
2018-06-05,218.2
2018-06-06,215.1
2018-06-07,218.15
2018-06-08,221.95
2018-06-11,220.5
2018-06-12,219.7
2018-06-13,224.7
2018-06-14,224.75
2018-06-15,222.8
2018-06-18,221.5
2018-06-19,217.0
2018-06-20,214.35
2018-06-21,212.0
2018-06-22,210.0
2018-06-25,213.0
2018-06-26,209.75
2018-06-27,213.0
2018-06-28,208.0
2018-06-29,204.0
2018-07-02,210.25
2018-07-03,207.55
2018-07-04,209.85
2018-07-05,208.0
2018-07-06,205.65
2018-07-09,206.55
2018-07-10,206.55
2018-07-11,207.5
2018-07-12,213.2
2018-07-13,210.05
2018-07-16,205.55
2018-07-17,206.0
2018-07-18,207.05
2018-07-19,213.1
